farm_id,crop_type,farm_area_acres,irrigation_type,fertilizer_used_tons,pesticide_used_kg,yield_tons,soil_type,season,water_usage_cubic_meters
F030,Potato,0.22864067528362786,Rain-fed,1.4803210431847278,-1.1431344113306834,0.26043666251439085,Loamy,Zaid,1.3590875426142335
F031,Barley,-0.8607937919730863,Flood,0.3639624679417875,-0.7288535128754602,-1.150438537807699,Clay,Zaid,-0.9864762346779175
F032,Carrot,0.6916285873460386,Flood,1.2917969129284697,0.3805766897673404,-0.20581823201265168,Clay,Rabi,0.5504276841279334
F033,Barley,1.3896607539828556,Drip,1.0663072669356903,-1.009721918607815,1.4692176147216747,Loamy,Zaid,1.3683009960526606
F034,Tomato,0.06634131330869852,Drip,-0.05744441145455401,1.6795930662794805,-1.0702063643988247,Loamy,Rabi,1.3345471085060971
F035,Soybean,0.08018023211995344,Drip,1.3546382896805558,-0.7358752230187691,0.559415044556894,Silty,Zaid,-0.48586945899611156
F036,Cotton,1.3853134496442416,Manual,-0.20530647440063893,0.7527273273627104,-1.09972574895492,Loamy,Zaid,-0.6613329886030447
F037,Soybean,-0.7163183777864749,Manual,-1.3771133232483608,1.426811501120361,0.99085220345367,Loamy,Zaid,0.6269599605421649
F038,Barley,1.2770655716127486,Drip,0.2974245396160494,0.5490977332067533,1.4298584353135482,Silty,Kharif,-0.765380398243038
F039,Cotton,-0.24985262225317315,Flood,1.8684589584182005,0.3595115593374139,-1.251107208216947,Clay,Zaid,0.9567918125870913
F040,Cotton,-0.6386465402699015,Rain-fed,-0.7597892104484566,-0.7288535128754602,1.448024210424991,Sandy,Zaid,-1.65672459178701
F041,Rice,0.8392195696419901,Flood,1.2104727783081228,1.820027269145658,0.6018018531502611,Sandy,Kharif,1.0553314532542821
F042,Sugarcane,1.1884530181773294,Sprinkler,-1.5249753861944453,-1.2765469040535518,-0.05822130923217561,Clay,Zaid,-0.8528263266572595
F043,Cotton,-1.2764685418169124,Flood,-1.3142719464962747,0.4227069506271936,-1.1814717369564145,Sandy,Zaid,1.4090060985506387
F044,Soybean,-1.2378499882755563,Manual,-0.09810647876472744,0.0926865738916768,-0.17327121827131595,Sandy,Rabi,-0.5968625261723042
F045,Tomato,0.5196927007538475,Sprinkler,0.12368661565439992,-1.2976120344834783,-0.6599626097987321,Peaty,Kharif,-0.7135048911621186
F046,Carrot,-1.0300488408897985,Sprinkler,-1.1479271256819292,-0.9746133678912706,0.3414257432195752,Clay,Kharif,0.8610957160384443
F047,Potato,0.6716309873884134,Drip,-0.38643750150959266,0.19801222604131002,0.33385667025647375,Sandy,Kharif,1.121322794982302
F048,Potato,-1.2866122519403453,Sprinkler,1.6392727608517688,0.4227069506271936,-0.4941999119068126,Silty,Zaid,-1.8839684114275055
F049,Barley,1.5027631218591349,Sprinkler,-0.9630995469993233,-1.5855021503591418,0.9424101364898214,Clay,Kharif,-0.1053843607233041
F050,Tomato,0.2701574317173934,Rain-fed,-0.305113366889246,-1.1501561214739922,1.368548944312427,Silty,Kharif,1.2414444723913005
